Station Number,2022090512,2022090515,2022090518,2022090521,2022090524,2022090603,2022090606,2022090609,2022090612,2022090615,2022090618,2022090621,2022090624,2022090703,2022090706,2022090709,2022090712,2022090715,2022090718,2022090721,2022090724
11001,21,20,16,17,18,19,20,22,22,23,18,18,18,18,20,24,23,22,19,16,16
11016,20,20,18,18,20,21,21,22,24,25,20,21,19,20,20,23,21,21,20,17,17
11046,20,19,18,19,19,20,21,22,24,26,20,18,19,19,17,20,21,21,17,16,16
11076,19,19,17,16,18,18,18,22,22,23,19,18,18,18,19,24,23,23,19,16,15
11121,21,20,17,17,18,19,19,22,24,26,21,19,17,18,18,22,21,23,19,14,14
11151,22,21,19,20,21,22,22,23,24,26,23,18,19,21,19,22,22,22,18,16,17
11176,21,20,17,18,19,19,19,22,25,26,22,19,18,19,19,22,22,21,20,16,15
11206,19,19,17,17,18,19,19,22,24,26,20,19,16,19,20,24,23,22,21,17,16
11276,20,19,17,17,17,17,18,22,26,27,22,18,16,18,19,23,23,23,20,16,14
11291,21,20,18,18,19,19,19,23,23,24,22,20,17,20,21,25,26,24,22,19,17
11316,20,19,16,15,17,18,17,22,25,26,21,18,16,17,19,23,25,24,21,18,15
12011,21,19,17,17,18,18,18,22,26,26,22,18,17,18,19,23,23,23,21,17,14
12041,19,18,17,17,18,18,18,21,24,25,21,17,17,19,20,22,23,23,20,18,16
12141,19,18,16,16,18,18,18,21,24,25,21,17,17,18,19,23,24,24,21,18,16
12181,20,19,16,16,16,16,17,21,24,25,20,16,16,18,20,24,25,25,20,18,16
12231,20,19,16,16,17,16,16,21,25,26,21,15,12,17,20,24,24,24,20,17,16
12261,21,19,17,17,17,17,18,22,25,25,21,17,17,18,20,24,25,25,21,18,17
12266,21,19,17,17,17,17,17,22,25,25,20,16,16,19,20,24,25,25,20,18,17
12301,20,19,18,17,17,17,19,23,26,25,21,17,18,20,21,24,25,25,21,18,17
12386,19,19,17,16,16,16,16,21,24,25,19,15,16,18,19,24,25,24,19,17,16
12396,20,19,17,16,17,16,17,22,25,25,20,17,17,18,19,24,25,25,20,17,17
12411,19,19,16,16,16,15,14,20,25,24,19,15,16,16,16,23,23,23,20,17,15
12442,20,20,18,18,17,17,18,22,24,25,20,18,19,20,21,25,25,25,21,19,18
12451,21,20,18,17,18,18,19,22,26,26,21,19,19,20,21,25,25,25,21,19,18
12512,20,20,17,17,17,16,17,22,25,24,18,17,17,19,19,24,24,24,20,18,17
12551,19,19,17,17,17,16,17,22,25,24,18,17,17,19,19,23,24,25,20,18,16
12596,20,20,18,18,19,18,18,23,26,24,20,19,20,20,20,25,26,26,22,20,18
12626,20,21,18,17,18,17,18,22,24,24,19,18,19,20,20,24,26,26,21,20,17
12632,20,19,17,17,17,17,18,22,23,23,18,18,18,20,20,24,25,25,20,18,15
12691,19,18,17,17,17,17,17,19,22,23,18,18,18,17,18,22,24,24,20,19,16
12746,20,19,17,16,16,16,16,21,25,25,18,15,16,17,18,22,24,24,18,17,15
15041,18,17,15,16,16,16,16,20,24,24,17,14,13,15,17,21,23,23,17,15,13
15076,19,19,17,16,16,17,17,21,24,25,19,15,15,17,19,22,23,23,19,17,15
13061,21,20,16,18,19,18,19,24,27,28,20,17,19,20,20,22,23,22,19,16,16
13086,20,20,18,19,19,20,20,24,27,28,20,18,18,20,19,23,23,23,20,17,17
13121,20,19,18,18,19,19,20,23,26,27,20,17,18,21,22,22,22,23,20,18,16
13146,20,18,18,19,19,19,20,23,26,25,18,17,17,19,20,23,24,22,19,16,15
13181,20,19,19,18,19,20,20,24,28,27,22,18,18,19,20,23,24,24,22,18,15
13261,20,19,18,18,17,18,19,23,26,26,19,15,17,19,18,23,24,24,19,16,15
13277,19,19,19,18,19,20,20,22,26,27,20,16,17,21,21,24,24,23,20,19,18
13311,21,21,20,21,21,20,20,24,27,26,19,17,20,21,22,26,25,24,20,19,17
13321,19,18,18,17,17,18,19,22,25,25,19,14,17,20,19,23,24,24,18,17,16
14026,21,21,20,20,20,21,21,23,25,25,20,17,21,23,22,24,24,24,20,19,17
14071,22,21,19,19,20,21,21,23,24,25,19,17,20,21,21,24,25,24,19,18,16
14101,20,20,19,18,19,18,19,22,24,23,20,18,19,20,21,24,25,25,19,18,17
14116,21,21,20,20,19,20,21,23,24,23,20,19,21,21,20,25,27,26,20,18,17
14121,22,20,18,19,20,20,20,23,24,22,19,19,20,20,19,23,24,23,19,18,17
14136,20,20,19,19,19,19,20,23,24,23,19,18,19,20,21,23,25,24,19,17,16
14163,21,21,21,20,21,20,21,23,21,22,21,21,21,22,22,24,25,24,22,22,20
14206,20,19,19,19,20,20,20,22,22,21,19,19,20,21,21,22,24,24,19,19,17
14286,19,18,18,18,19,19,19,20,19,19,18,18,19,20,21,21,24,23,18,18,19
15116,19,18,17,16,17,18,19,23,26,25,20,17,17,19,20,23,24,24,19,17,16
15161,20,20,18,16,16,16,17,23,26,25,19,16,17,18,20,24,25,24,19,18,17
15231,21,19,18,17,18,18,19,23,25,25,19,15,17,19,20,24,24,24,19,17,16
15241,21,20,18,17,18,18,18,23,26,25,20,17,17,19,20,24,24,24,20,19,18
15251,20,20,19,17,17,17,17,22,24,24,19,17,18,20,19,23,24,25,20,19,17
15311,20,19,18,19,19,19,19,22,24,23,19,17,19,21,21,24,25,25,19,18,16
15321,21,20,18,18,19,19,20,24,25,25,20,18,19,20,21,24,25,25,20,19,17
15356,20,20,19,19,19,19,19,23,24,24,20,18,20,21,22,24,26,25,20,19,18
15431,21,20,19,19,19,19,20,24,24,23,20,20,20,21,22,24,25,25,20,20,18
15442,19,19,18,18,19,18,19,21,23,22,18,18,19,21,21,22,24,24,19,18,16
16026,24,24,20,20,19,18,19,25,27,26,20,19,21,19,19,25,26,25,18,15,15
16061,23,23,21,20,21,19,21,24,27,26,21,20,22,21,20,23,24,23,19,18,17
16076,21,22,20,20,20,19,20,25,26,25,20,19,22,20,19,23,25,25,19,17,17
