Station Number,2022101512,2022101515,2022101518,2022101521,2022101524,2022101603,2022101606,2022101609,2022101612,2022101615,2022101618,2022101621,2022101624,2022101703,2022101706,2022101709,2022101712,2022101715,2022101718,2022101721,2022101724
11001,17,13,11,10,8,9,10,12,17,16,12,12,11,11,8,8,8,8,6,6,5
11016,17,16,13,12,12,10,8,12,17,16,14,14,13,12,11,8,8,9,7,7,6
11046,17,15,12,12,11,11,12,16,17,16,14,13,12,12,10,9,8,8,6,6,4
11076,17,15,11,9,7,7,8,12,18,16,12,11,11,9,8,13,8,7,5,3,3
11121,19,16,11,9,7,8,9,14,17,16,13,11,9,10,10,12,7,6,4,3,4
11151,18,16,13,11,11,10,11,16,18,16,14,14,13,13,12,8,8,10,7,7,7
11176,16,15,12,10,9,8,8,14,17,16,13,13,12,11,10,12,8,6,5,4,4
11206,19,17,12,10,10,9,8,13,18,17,12,11,12,11,10,14,9,6,5,5,5
11276,20,18,11,10,8,7,7,12,17,16,11,10,11,11,10,15,10,7,6,5,5
11291,18,16,12,11,10,9,8,14,17,15,11,11,12,11,10,14,12,7,7,6,6
11316,17,16,11,8,6,6,6,13,17,16,11,8,10,10,9,15,11,7,6,4,5
12011,17,17,12,9,9,8,9,14,18,17,12,11,11,11,11,15,10,7,7,5,6
12041,19,17,11,10,9,8,9,12,16,16,11,11,12,11,11,14,12,8,6,6,6
12141,17,17,11,9,8,8,9,12,16,16,11,10,11,10,9,13,14,9,7,7,6
12181,17,17,11,10,9,10,10,13,17,17,11,11,11,10,10,14,16,10,6,7,6
12231,18,17,9,9,8,8,7,12,17,17,11,10,10,11,11,14,15,11,6,7,6
12261,17,17,11,10,10,9,8,13,17,17,12,11,11,11,11,14,16,11,7,8,7
12266,15,15,10,9,9,8,7,13,16,17,12,11,10,11,11,14,17,12,6,7,6
12301,18,16,11,11,10,9,8,13,17,17,13,12,12,12,12,15,16,11,7,9,7
12386,17,17,11,10,8,9,10,12,17,17,12,11,10,11,9,13,15,12,7,7,7
12396,17,17,11,10,9,9,10,13,17,17,12,11,10,10,8,13,16,13,8,7,6
12411,15,14,10,8,8,8,8,13,16,15,10,10,7,8,8,12,14,14,7,6,6
12442,17,16,12,11,10,9,9,12,17,17,13,11,11,12,10,13,16,14,9,8,7
12451,17,16,11,11,10,9,8,14,18,18,13,12,11,12,12,14,16,15,9,8,6
12512,16,16,10,10,9,9,9,15,17,16,12,11,9,10,10,14,16,14,8,7,6
12551,18,17,10,9,9,8,7,14,17,17,12,11,11,11,10,13,16,15,8,6,4
12596,19,17,14,12,10,9,9,15,19,18,14,12,12,12,11,14,17,16,10,9,7
12626,19,17,13,11,9,8,9,15,17,18,13,12,12,12,10,13,18,17,10,9,8
12632,16,16,11,10,9,7,7,15,18,17,12,12,11,11,10,14,17,17,10,8,6
12691,15,15,10,9,6,6,6,13,18,17,11,9,10,10,9,13,16,16,9,8,7
12746,15,15,10,8,8,7,7,12,17,16,11,9,10,11,9,12,16,15,9,7,6
15041,16,15,9,8,8,8,7,12,16,15,9,9,9,9,9,13,11,7,5,6,5
15076,16,15,10,9,9,10,9,12,16,16,11,11,10,11,11,13,14,9,7,7,6
13061,15,15,10,9,9,7,9,15,19,16,12,12,12,11,11,15,9,7,6,6,6
13086,19,18,12,10,9,9,10,15,18,17,13,12,12,11,11,16,10,7,7,6,8
13121,16,17,11,9,9,10,10,16,18,16,12,12,11,11,12,16,11,7,7,7,7
13146,17,16,12,13,12,12,13,16,18,16,14,14,14,13,12,14,9,8,8,7,7
13181,19,18,12,11,10,10,9,15,18,16,13,12,11,12,12,16,11,9,9,8,8
13261,19,18,10,10,9,8,8,15,18,17,11,11,10,10,10,14,14,9,8,7,7
13277,18,18,13,11,9,9,8,14,17,16,13,11,11,11,11,14,14,9,9,9,9
13311,17,16,11,10,10,9,9,17,18,16,12,11,12,12,12,16,13,9,8,8,9
13321,20,17,12,9,8,9,10,14,17,17,12,11,11,11,10,14,15,9,8,8,7
14026,19,17,12,10,9,10,11,16,18,17,12,11,12,12,11,16,15,11,9,9,9
14071,17,17,11,9,9,9,9,16,19,18,12,12,12,12,11,15,16,13,9,8,8
14101,19,18,13,12,11,10,9,14,19,18,14,12,13,13,11,14,16,13,9,8,7
14116,17,17,12,11,10,10,9,16,20,18,11,11,11,10,10,16,16,12,8,7,7
14121,18,17,13,11,11,10,9,15,19,18,13,12,13,12,10,14,17,13,9,8,8
14136,19,18,12,11,11,10,8,14,19,18,14,12,13,13,11,14,17,14,8,8,6
14163,19,18,15,13,12,12,10,16,19,17,14,14,14,14,12,14,16,13,10,9,8
14206,18,17,12,11,11,10,9,15,19,18,14,13,14,13,10,14,17,15,9,8,5
14286,15,14,11,11,11,11,10,15,17,16,12,13,13,13,12,13,14,13,8,8,6
15116,19,17,12,10,9,8,8,13,18,18,12,11,11,11,10,13,15,11,8,7,7
15161,20,18,12,10,10,9,7,13,18,17,13,11,12,13,11,13,15,12,8,8,6
15231,17,16,11,10,9,8,7,15,18,17,12,12,11,10,9,14,15,12,7,7,6
15241,19,18,12,10,10,9,8,13,18,18,14,12,12,12,10,13,16,13,9,9,7
15251,20,17,11,10,9,9,8,14,17,17,13,11,12,11,9,13,16,14,9,8,7
15311,17,17,12,11,11,9,8,14,19,18,13,12,12,12,10,13,16,13,8,7,7
15321,18,17,13,11,11,10,9,14,19,19,14,12,13,13,11,14,17,14,9,7,6
15356,19,17,13,12,12,10,9,15,19,18,14,13,14,14,13,15,17,14,9,8,7
15431,17,16,14,12,11,10,9,15,19,18,15,13,15,15,12,15,17,14,9,8,7
15442,17,15,11,10,9,9,8,15,18,17,12,11,12,12,10,14,15,13,7,6,5
16026,18,17,9,7,7,7,7,16,17,17,11,11,8,9,10,15,12,9,5,5,5
16061,19,19,13,11,11,11,10,16,17,18,14,13,12,12,13,15,13,11,8,7,7
16076,15,15,11,10,9,8,7,15,17,17,12,11,10,9,11,15,15,10,7,6,5
16091,18,17,12,12,11,10,10,16,17,17,12,12,12,11,11,15,16,11,8,7,7
16156,19,18,13,11,10,8,9,16,18,17,13,12,12,11,11,15,17,12,8,7,7
16206,17,17,12,10,10,9,6,13,17,16,12,12,11,10,9,13,17,12,8,7,6
16217,18,17,13,12,9,7,8,14,17,16,13,12,11,9,9,14,17,12,9,7,5
16252,19,17,12,11,11,10,9,15,17,16,12,11,12,13,12,14,14,11,8,8,8
16281,16,15,11,10,7,9,10,14,15,15,11,11,10,9,8,12,15,12,7,5,3
16286,16,15,11,9,9,9,8,12,16,15,10,11,9,7,6,13,16,13,8,6,4
16321,18,18,12,10,10,8,6,15,18,17,13,11,11,9,8,14,15,12,8,7,6
17036,15,15,11,10,10,9,9,15,17,16,12,10,9,11,12,15,14,9,6,6,4
17076,18,16,10,9,8,7,8,15,16,15,11,10,10,9,9,15,15,10,6,5,4
17091,18,17,9,8,8,8,6,13,17,16,10,10,10,11,11,14,14,11,6,6,5
17112,17,15,12,11,9,10,9,15,16,16,12,11,9,10,11,14,15,13,8,8,6
17166,16,15,11,10,9,9,9,14,17,15,11,10,9,10,11,13,16,13,8,7,5
17196,16,16,10,7,7,7,5,13,16,17,11,9,8,8,9,13,15,15,7,7,5
17246,19,16,10,9,9,8,6,13,17,15,12,11,11,11,12,16,17,16,8,7,5
17306,19,17,11,9,8,7,8,13,16,15,11,10,8,9,9,12,15,14,8,7,5
17316,19,16,10,8,8,7,6,14,17,16,11,9,9,11,11,14,16,15,8,7,5
17341,17,16,11,11,11,10,9,14,16,14,12,11,12,12,13,16,17,15,8,7,7
17351,16,15,11,9,9,8,9,15,17,16,12,11,12,11,13,17,19,16,7,5,6
17482,16,15,10,8,7,6,5,12,16,15,11,8,7,8,8,11,15,13,7,5,3
17501,18,16,10,8,7,6,5,14,17,16,11,8,8,10,10,13,16,15,7,6,4
17521,19,17,13,10,7,6,5,12,17,16,13,11,9,11,11,14,16,16,9,9,5
17546,17,16,12,11,10,9,8,16,18,17,12,12,12,13,14,17,18,16,8,8,6
17561,18,17,11,10,8,8,7,15,18,17,12,12,12,11,13,17,20,17,9,8,7
17596,15,14,10,8,7,6,5,11,15,14,11,9,9,9,8,11,15,15,10,7,6
17607,19,17,11,8,8,6,5,13,16,15,12,9,10,11,10,14,16,15,10,8,5
17631,16,15,11,9,8,7,7,14,17,17,12,10,12,12,12,16,18,16,9,8,6
17717,19,16,11,9,8,7,7,14,17,17,12,9,10,11,11,16,17,16,9,8,5
18038,15,14,10,9,9,9,8,15,16,15,12,10,10,10,11,15,17,17,9,8,7
18136,16,14,11,10,9,7,7,14,17,16,12,11,12,12,11,15,19,19,9,9,8
18161,16,15,10,9,8,8,8,15,18,16,12,11,12,11,10,14,17,16,11,9,9
18171,17,14,11,9,7,6,6,14,17,16,12,10,12,12,11,15,18,18,10,9,8
18256,18,15,10,9,7,5,5,13,18,17,11,10,11,11,11,16,18,18,10,9,7
18273,16,14,11,11,11,10,10,14,17,15,13,13,13,13,12,16,17,17,13,10,8
18281,16,14,11,11,10,10,11,16,17,15,12,12,13,12,13,16,17,17,13,10,9
18311,16,14,10,9,8,7,6,14,19,17,12,12,13,11,11,16,18,17,11,8,7
19021,14,14,10,9,6,6,6,14,17,16,10,10,13,12,13,15,17,16,8,8,7
19051,14,13,11,10,8,7,6,14,16,15,10,11,12,11,11,14,16,15,9,9,8
19076,14,14,10,9,7,6,5,12,17,15,10,9,11,12,11,15,15,14,9,8,6
19151,15,14,10,9,7,5,5,12,18,16,11,10,12,12,11,14,18,18,10,11,10
19191,15,14,11,9,7,6,6,13,18,16,11,11,12,12,11,15,18,18,11,11,10
19261,16,14,10,8,6,5,6,14,19,16,10,11,12,12,11,16,19,18,11,9,7
19311,15,15,11,10,9,8,6,15,19,17,13,13,13,13,13,16,17,18,12,9,9
19376,15,14,10,9,9,8,6,13,17,16,12,12,13,12,11,16,18,19,12,8,9
19416,18,16,10,9,8,7,9,15,17,16,11,11,12,12,11,15,17,16,12,10,7
19432,17,16,12,10,9,8,9,14,16,15,13,13,13,13,13,16,19,18,14,11,10
19451,15,13,10,10,9,9,11,15,15,14,12,13,12,12,13,15,16,16,12,9,8
20146,18,16,10,9,7,7,7,11,16,15,11,10,11,12,11,13,16,15,10,10,6
20186,14,13,9,8,5,3,3,11,15,14,10,9,9,9,8,12,15,14,9,7,5
20266,15,15,11,9,8,6,6,14,17,16,12,10,11,11,10,14,16,15,11,8,6
20276,16,16,12,11,9,8,7,12,18,18,12,12,12,13,12,14,18,17,13,10,7
20341,17,17,12,10,9,8,8,12,18,18,12,11,13,13,11,13,17,18,13,10,8
