Station Number,2022082815,2022082818,2022082821,2022082824,2022082903,2022082906,2022082909,2022082912,2022082915,2022082918,2022082921,2022082924,2022083003,2022083006,2022083009,2022083012,2022083015,2022083018,2022083021,2022083024
11001,22,17,16,16,16,17,20,21,19,16,15,15,15,16,21,23,22,18,16,17
11016,21,18,17,17,16,17,20,20,19,17,17,17,17,17,21,24,23,20,19,19
11046,21,16,16,16,16,16,19,20,20,16,17,18,17,18,21,23,23,18,18,18
11076,21,17,15,15,13,15,19,20,20,15,14,14,13,15,22,22,21,19,16,15
11121,21,17,15,15,14,15,20,20,19,17,14,14,11,12,20,24,24,18,15,14
11151,22,18,17,17,16,16,19,19,19,17,17,17,17,18,21,24,24,20,18,18
11176,22,18,16,16,16,16,20,21,19,17,15,15,13,13,20,23,22,18,16,16
11206,20,18,16,16,15,16,19,22,21,17,15,14,14,15,19,24,23,19,16,16
11276,21,18,15,15,13,14,19,21,21,16,14,13,12,14,19,24,23,19,15,15
11291,20,18,16,16,15,17,21,22,21,18,16,15,15,16,20,23,22,19,17,17
11316,20,17,15,15,14,14,19,21,20,16,13,12,12,14,20,25,24,19,16,15
12011,21,18,16,16,15,16,20,21,20,17,14,12,12,15,20,24,23,19,15,16
12041,20,17,15,15,15,15,19,21,20,16,13,12,14,15,18,23,22,19,16,16
12141,18,17,15,15,14,15,19,20,19,17,14,13,14,15,18,22,23,19,17,16
12181,20,17,15,14,14,15,20,20,18,16,14,13,14,15,19,22,22,18,17,16
12231,21,17,15,15,14,16,20,20,18,17,13,13,13,16,19,22,21,18,16,16
12261,21,17,15,15,14,16,21,21,20,17,14,14,14,16,19,22,22,19,18,17
12266,21,17,15,15,14,16,20,20,20,16,14,14,14,16,20,22,22,18,17,16
12301,21,17,16,15,14,16,21,21,19,18,15,15,14,15,20,22,23,19,19,19
12386,20,17,15,15,13,14,20,20,19,17,13,14,14,15,19,22,22,18,16,16
12396,19,16,15,14,13,15,20,21,19,16,14,14,14,16,19,22,22,19,17,17
12411,20,16,15,14,13,14,18,18,17,16,13,13,13,15,18,20,21,17,17,15
12442,19,17,16,15,15,16,20,21,19,18,16,15,15,16,19,22,23,20,18,18
12451,19,17,16,15,15,16,20,21,20,19,16,16,15,16,19,22,23,20,18,17
12512,19,16,15,14,14,14,19,20,19,16,14,14,14,15,19,21,22,18,17,16
12551,19,16,14,13,13,14,19,20,20,17,14,13,13,14,19,22,22,19,17,15
12596,20,18,17,15,14,16,20,22,22,20,16,15,14,16,20,22,23,20,19,17
12626,20,18,16,13,13,15,19,21,21,18,15,14,13,15,19,22,23,19,18,16
12632,19,17,15,13,12,14,19,21,20,18,14,13,12,16,19,21,22,18,17,15
12691,19,17,14,12,12,13,18,21,19,17,14,12,12,13,17,20,20,17,16,15
12746,19,16,16,14,12,13,18,20,19,16,13,14,13,14,17,21,20,17,16,15
15041,18,14,13,13,13,15,19,19,17,13,12,11,12,14,19,21,20,16,14,14
15076,19,16,14,14,12,14,20,20,19,16,14,14,13,15,20,21,21,18,16,16
13061,22,17,16,17,15,16,20,22,21,16,14,14,13,15,21,23,22,18,15,16
13086,21,17,16,17,16,17,20,21,20,17,14,13,13,15,21,24,23,19,17,17
13121,19,17,16,16,18,18,21,20,19,16,14,13,15,17,21,22,22,19,17,18
13146,22,17,16,17,17,18,21,22,21,16,17,18,19,20,22,23,23,19,19,19
13181,22,18,17,17,18,19,21,21,20,18,15,15,16,18,22,23,22,20,18,18
13261,22,17,15,16,16,17,21,21,20,16,14,13,14,17,21,23,23,18,17,17
13277,21,18,16,16,18,18,22,22,20,17,16,15,16,17,22,22,21,20,18,18
13311,19,17,16,16,17,18,22,22,20,17,14,14,15,18,23,23,22,19,18,18
13321,23,17,14,14,14,14,21,21,19,17,14,14,14,15,21,23,22,18,17,17
14026,23,18,17,16,17,17,21,22,21,18,15,15,16,18,22,23,23,19,19,19
14071,23,18,16,17,17,16,22,23,22,18,16,16,16,17,22,23,23,19,18,18
14101,23,18,16,15,15,15,20,22,21,20,18,16,16,15,20,21,21,18,18,17
14116,23,18,15,15,17,18,23,23,21,19,18,17,16,16,23,24,24,20,19,18
14121,23,18,15,15,16,16,21,22,21,19,17,17,16,16,22,22,22,18,18,17
14136,24,18,17,15,15,15,21,22,21,19,17,16,15,17,21,21,21,18,18,17
14163,22,19,18,17,17,18,21,21,20,20,19,18,18,19,22,23,23,21,20,19
14206,23,19,16,15,14,15,20,21,20,19,18,16,16,17,20,21,21,18,18,18
14286,18,16,15,14,15,16,18,21,19,18,17,16,16,17,18,20,19,17,17,17
15116,20,17,15,14,14,15,21,22,21,17,15,14,14,16,20,22,22,18,17,17
15161,21,17,15,14,14,15,20,20,19,18,14,14,14,16,20,22,22,18,17,17
15231,23,17,14,14,14,15,20,20,20,17,14,14,15,15,20,22,22,18,17,16
15241,21,17,16,15,15,16,20,22,19,18,16,15,15,16,20,22,22,18,18,17
15251,22,17,15,15,14,15,20,22,20,19,15,14,14,15,20,22,23,19,17,17
15311,23,18,16,16,15,16,21,22,21,19,16,16,15,16,21,22,22,18,18,17
15321,23,18,16,15,15,16,21,22,21,19,16,15,15,16,21,22,23,18,18,17
15356,23,18,17,16,16,16,21,22,21,20,18,16,16,16,21,22,22,19,19,18
15431,24,19,17,17,16,17,21,23,21,20,18,18,17,18,21,21,22,19,19,18
15442,22,17,15,13,14,14,19,20,19,17,15,14,15,16,19,20,21,17,17,16
16026,20,15,14,14,13,16,22,22,21,16,15,15,15,16,22,23,22,17,17,17
16061,20,17,16,17,17,18,21,22,21,19,16,17,17,18,22,23,23,20,19,18
16076,20,17,14,13,14,15,22,20,20,18,15,15,16,15,22,22,23,19,18,17
16091,22,18,17,16,16,17,22,22,20,19,18,17,16,17,22,22,23,20,20,18
16156,22,18,16,16,15,16,21,22,21,19,17,16,15,15,21,24,23,20,19,17
16206,20,18,16,16,14,14,20,21,20,19,17,16,14,15,20,23,23,20,19,17
16217,20,17,15,15,14,14,19,20,19,19,16,15,13,13,20,21,22,19,18,16
16252,22,17,16,16,16,16,21,22,21,17,16,16,16,18,21,22,22,18,19,17
16281,18,15,13,14,12,13,18,19,18,16,14,14,13,15,18,20,21,17,16,15
16286,20,15,13,13,12,12,19,20,19,17,14,13,12,14,19,22,22,18,16,16
16321,23,18,15,14,14,13,21,22,20,19,16,15,15,16,20,22,22,19,17,16
17036,21,19,16,14,15,17,21,23,21,18,15,15,15,17,21,24,24,19,17,17
17076,22,18,15,14,13,16,20,22,21,18,15,15,14,16,20,23,22,19,16,17
17091,20,16,15,14,13,14,20,20,20,17,14,14,13,15,20,24,23,17,16,16
17112,22,19,17,16,15,17,21,24,22,19,18,16,17,18,21,24,23,19,19,19
17166,23,19,16,15,14,15,21,22,20,19,17,16,16,17,22,23,22,19,18,18
17196,20,17,15,15,13,15,19,20,20,17,15,14,14,15,20,23,22,18,17,16
17246,22,19,16,15,13,15,21,22,21,18,16,15,13,17,23,24,24,19,18,18
17306,22,19,16,14,12,14,20,21,21,18,16,15,13,16,21,23,22,20,18,18
17316,22,17,15,14,12,14,20,21,20,16,14,14,13,15,21,22,22,18,18,17
17341,21,19,17,16,15,17,22,21,20,18,17,16,16,18,22,24,22,19,18,18
17351,21,17,16,16,15,15,20,23,22,16,15,15,14,18,22,23,23,18,17,17
17482,19,15,14,13,13,15,18,20,19,15,14,13,13,14,18,21,21,17,16,14
17501,21,18,15,14,12,14,20,21,21,18,15,14,12,15,20,22,22,19,17,17
