Station Number,2022091224,2022091303,2022091306,2022091309,2022091312,2022091315,2022091318,2022091321,2022091324,2022091403,2022091406,2022091409,2022091412,2022091415,2022091418,2022091421,2022091424
11001,19,18,20,22,23,22,18,13,12,14,13,15,16,16,14,12,12
11016,20,20,21,23,23,23,19,14,12,14,14,17,17,18,15,14,14
11046,20,19,18,22,23,22,17,11,11,12,13,16,18,19,14,14,13
11076,17,16,18,23,24,22,18,13,11,12,12,16,17,16,14,12,10
11121,16,17,18,23,23,22,18,12,11,11,12,17,16,16,13,10,9
11151,21,21,20,22,23,24,18,13,12,13,14,18,19,19,14,13,13
11176,18,17,18,23,24,23,18,13,11,11,13,17,17,16,13,11,9
11206,17,17,17,23,24,24,19,15,12,12,13,15,15,15,15,12,11
11276,16,15,14,22,24,24,19,14,13,13,13,15,14,15,13,11,10
11291,17,17,17,22,25,24,20,16,12,12,13,16,16,16,15,15,14
11316,15,15,15,21,24,24,19,15,12,12,12,16,15,14,13,12,10
12011,16,14,14,22,25,24,19,14,12,12,14,17,16,16,14,10,7
12041,16,16,15,21,24,24,18,14,13,12,13,16,15,15,13,12,10
12141,17,15,15,21,24,23,18,15,11,11,13,17,17,16,14,14,11
12181,17,15,14,21,23,23,17,16,12,10,12,17,16,16,14,14,11
12231,15,15,14,22,23,23,17,16,12,11,12,17,15,15,13,13,11
12261,17,15,15,22,24,24,18,17,14,11,11,17,16,15,14,14,11
12266,17,15,14,22,23,23,17,16,14,12,13,18,15,15,13,14,11
12301,18,15,15,22,24,24,19,17,13,11,12,17,16,16,14,14,11
12386,15,14,14,21,24,24,18,15,13,11,12,18,16,16,13,12,10
12396,16,14,14,21,24,24,18,15,13,11,12,18,16,16,14,13,10
12411,13,12,12,19,22,22,17,15,12,10,11,15,14,14,13,13,8
12442,17,17,16,21,24,24,20,17,15,13,12,18,17,16,15,14,12
12451,16,16,16,21,24,24,20,17,15,12,13,17,16,16,16,13,11
12512,14,14,15,21,23,22,18,16,14,11,11,16,16,16,14,12,10
12551,14,15,15,21,23,23,18,15,13,11,11,17,17,17,13,11,9
12596,17,16,16,22,25,24,21,18,16,13,13,18,18,18,15,14,11
12626,16,15,16,21,25,24,21,17,15,13,13,18,19,19,16,14,11
12632,17,15,16,22,24,23,19,17,17,13,12,16,19,19,15,12,10
12691,15,14,15,20,23,23,19,16,15,11,11,15,19,19,15,12,9
12746,13,13,14,19,24,23,18,17,13,11,11,15,19,19,13,11,11
15041,14,13,13,21,23,22,15,13,9,10,12,16,16,16,11,11,8
