Station Number,2022082812,2022082815,2022082818,2022082821,2022082824,2022082903,2022082906,2022082909,2022082912,2022082915,2022082918,2022082921,2022082924,2022083003,2022083006,2022083009,2022083012,2022083015,2022083018,2022083021,2022083024
11001,21,20,17,15,16,16,17,19,20,19,16,15,15,15,16,21,23,22,18,16,17
11016,22,19,18,17,17,16,18,20,21,18,17,17,17,17,17,21,24,23,20,19,19
11046,21,20,16,16,16,15,16,19,20,20,17,17,17,16,18,21,23,23,18,18,18
11076,21,21,17,15,15,14,14,19,20,19,15,15,15,14,15,22,22,21,19,16,15
11121,21,20,17,15,16,14,14,19,21,18,16,14,12,10,12,20,24,24,18,15,14
11151,22,20,17,18,17,15,16,19,19,19,17,17,17,17,18,21,24,24,20,18,18
11176,22,20,17,16,16,15,16,19,20,18,17,15,13,12,13,20,23,22,18,16,16
11206,23,22,18,15,16,15,15,19,22,21,17,14,15,15,15,19,24,23,19,16,16
11276,21,22,18,15,15,13,14,19,20,21,16,13,13,12,14,19,24,23,19,15,15
11291,22,22,18,16,16,15,16,20,23,21,18,16,17,16,16,20,23,22,19,17,17
11316,21,21,17,15,15,14,14,19,21,21,17,14,14,13,14,20,25,24,19,16,15
12011,23,22,18,16,17,15,16,21,21,20,18,14,13,12,15,20,24,23,19,15,16
12041,24,22,17,15,15,14,15,19,20,19,17,13,13,14,15,18,23,22,19,16,16
12141,21,19,17,16,15,14,15,19,20,19,17,14,14,15,15,18,22,23,19,17,16
12181,22,19,16,15,14,13,15,20,20,19,17,13,14,14,15,19,22,22,18,17,16
12231,22,21,16,15,15,14,16,19,20,19,16,13,14,14,16,19,22,21,18,16,16
12261,23,22,17,15,15,14,16,21,21,20,17,14,14,15,16,19,22,22,19,18,17
12266,23,22,16,15,15,14,16,19,20,20,16,14,14,15,16,20,22,22,18,17,16
12301,23,22,17,16,15,14,16,20,21,19,18,14,14,14,15,20,22,23,19,19,19
12386,22,21,16,15,14,14,14,20,21,18,16,14,14,15,15,19,22,22,18,16,16
12396,21,21,16,15,14,14,15,20,21,20,17,14,15,15,16,19,22,22,19,17,17
12411,20,20,15,14,14,13,15,17,18,18,15,13,14,14,15,18,20,21,17,17,15
12442,21,21,17,15,14,14,15,20,21,19,18,16,16,16,16,19,22,23,20,18,18
12451,22,22,17,16,15,15,16,20,21,20,18,16,16,15,16,19,22,23,20,18,17
12512,21,21,16,15,14,13,14,19,20,20,16,14,14,14,15,19,21,22,18,17,16
12551,21,21,16,14,12,13,14,19,21,19,17,14,14,14,14,19,22,22,19,17,15
12596,22,22,18,16,15,14,16,20,21,22,19,16,16,15,16,20,22,23,20,19,17
12626,22,21,18,15,13,14,15,19,21,21,18,15,15,14,15,19,22,23,19,18,16
12632,20,21,17,14,13,13,14,19,20,21,17,14,14,13,16,19,21,22,18,17,15
12691,20,19,17,14,12,13,14,18,21,19,17,14,14,13,13,17,20,20,17,16,15
12746,21,20,16,15,14,13,14,18,20,19,15,14,14,14,14,17,21,20,17,16,15
15041,19,18,14,13,13,14,15,19,18,17,13,12,12,13,14,19,21,20,16,14,14
15076,21,20,16,14,14,13,14,19,19,19,16,14,15,14,15,20,21,21,18,16,16
13061,22,22,17,16,16,15,18,21,21,19,16,14,13,13,15,21,23,22,18,15,16
13086,22,21,18,16,16,15,17,20,21,19,17,14,14,14,15,21,24,23,19,17,17
13121,21,21,18,16,17,17,18,20,20,19,16,13,14,15,17,21,22,22,19,17,18
13146,22,20,17,16,16,17,18,21,21,20,16,17,18,19,20,22,23,23,19,19,19
13181,21,20,18,17,17,18,19,21,21,19,17,15,16,17,18,22,23,22,20,18,18
13261,20,20,16,15,16,16,16,21,21,20,17,14,14,15,17,21,23,23,18,17,17
13277,20,19,17,16,16,18,18,21,21,20,17,16,17,17,17,22,22,21,20,18,18
13311,22,20,17,16,16,17,18,22,21,21,17,15,16,16,18,23,23,22,19,18,18
13321,20,19,17,14,15,14,14,20,21,20,17,15,15,15,15,21,23,22,18,17,17
14026,22,20,18,17,17,17,17,22,22,21,18,16,16,17,18,22,23,23,19,19,19
