Station Number,2022092812,2022092815,2022092818,2022092821,2022092824,2022092903,2022092906,2022092909,2022092912,2022092915,2022092918,2022092921,2022092924,2022093003,2022093006,2022093009,2022093012,2022093015,2022093018,2022093021,2022093024
11001,21,20,16,16,16,15,15,17,17,16,12,11,11,11,13,18,21,20,15,14,15
11016,21,20,18,18,18,16,16,18,19,17,12,12,12,12,13,18,20,19,16,16,16
11046,22,21,17,17,16,15,16,17,18,16,10,10,11,12,14,18,18,18,15,15,16
11076,22,21,15,15,16,15,15,18,17,16,11,9,9,9,10,18,20,20,15,14,14
11121,21,20,15,14,15,16,17,18,19,18,11,7,6,6,9,17,19,19,15,14,13
11151,23,22,18,18,17,16,16,17,19,18,11,10,10,12,14,18,19,18,15,16,16
11176,21,21,16,16,17,17,16,18,19,18,12,9,8,7,11,17,19,19,16,15,15
11206,22,21,14,15,17,17,16,19,17,16,11,10,10,11,12,17,20,21,16,15,16
11276,22,22,14,13,14,13,14,19,18,17,11,9,7,7,9,15,20,20,16,15,15
11291,21,20,15,15,16,16,15,20,16,15,12,12,13,12,11,16,21,21,18,17,17
11316,22,22,14,11,13,13,14,18,18,16,11,9,8,8,8,14,20,20,17,16,15
12011,22,21,15,12,13,14,15,18,20,19,12,9,7,6,10,16,20,19,17,15,16
12041,21,21,14,13,13,12,13,17,20,19,12,11,9,8,11,13,20,20,17,16,15
12141,19,20,14,11,11,10,11,15,20,20,12,10,10,9,11,14,19,19,17,15,15
12181,20,20,15,11,10,9,10,16,20,20,12,10,10,10,11,15,19,19,17,15,16
12231,18,19,13,10,8,7,10,17,19,19,11,9,10,9,11,15,19,19,16,13,14
12261,19,20,15,13,11,10,11,17,19,20,13,11,11,11,13,17,19,19,17,16,15
12266,17,19,14,11,9,8,9,16,20,19,14,11,12,12,13,18,18,19,16,14,15
12301,19,20,15,13,11,10,11,17,21,20,15,12,12,11,14,17,19,20,18,17,16
12386,19,20,13,10,8,8,9,16,21,21,14,11,12,13,12,16,19,19,16,13,14
12396,18,20,15,11,9,8,9,16,20,21,15,12,13,13,12,16,18,19,17,15,14
12411,16,17,13,9,7,6,7,15,19,18,14,12,11,11,10,13,17,19,16,12,11
12442,19,20,17,13,11,10,10,16,20,20,16,14,14,14,14,17,19,20,19,17,16
12451,18,20,16,12,11,11,11,16,20,20,16,14,14,15,14,17,19,20,18,16,15
12512,19,19,13,11,10,10,10,17,19,19,15,14,13,12,13,17,19,19,16,15,14
12551,19,20,14,10,8,8,8,17,20,20,14,12,13,13,12,16,18,19,16,14,13
12596,18,20,16,12,10,9,10,17,21,21,17,14,15,14,14,17,20,20,18,16,15
12626,19,19,15,11,10,9,9,17,21,21,16,13,14,13,13,16,20,20,18,15,15
