Station Number,2022100115,2022100118,2022100121,2022100124,2022100203,2022100206,2022100209,2022100212,2022100215,2022100218,2022100221,2022100224,2022100303,2022100306,2022100309,2022100312,2022100315,2022100318,2022100321,2022100324
11001,13,11,10,11,13,15,13,12,12,11,11,12,14,16,19,20,19,16,16,16
11016,14,13,10,11,14,16,14,13,12,12,13,13,16,17,19,20,19,17,17,17
11046,13,13,12,12,16,17,15,13,13,13,13,14,15,16,19,20,19,16,16,17
11076,12,11,9,10,13,14,14,13,10,10,11,9,13,15,18,21,19,16,14,15
11121,11,9,7,9,15,16,15,10,9,10,10,8,13,16,19,20,20,16,16,15
11151,14,13,11,12,16,17,15,12,12,12,13,14,16,17,19,20,20,16,18,18
11176,13,11,9,11,15,17,16,12,11,11,11,11,15,16,19,20,20,17,17,17
11206,13,11,10,10,14,15,15,12,11,13,12,11,15,16,18,20,20,16,16,17
11276,13,11,9,9,15,17,15,10,10,11,9,9,14,13,17,20,21,16,15,15
11291,15,12,11,12,14,14,15,13,13,14,13,13,15,15,18,19,18,17,16,17
11316,14,11,11,10,15,17,15,10,10,10,9,8,13,12,16,21,20,16,15,15
12011,14,12,9,9,16,19,16,12,11,12,10,10,14,13,18,21,21,17,15,15
12041,15,12,11,10,16,17,16,12,12,13,12,13,14,13,15,19,20,16,16,15
12141,16,11,10,11,15,18,17,13,11,12,12,14,13,11,14,20,20,17,15,15
12181,15,12,10,9,14,18,17,11,12,10,12,14,12,11,15,20,21,17,15,15
12231,15,12,11,9,14,17,15,11,11,11,12,12,11,9,15,19,19,15,13,14
12261,15,12,10,11,15,19,17,13,13,13,15,15,14,12,15,20,20,17,15,15
12266,15,13,10,10,15,18,17,13,13,12,13,13,12,10,16,20,20,17,14,16
12301,16,14,12,11,15,19,18,14,15,13,16,16,15,14,16,20,21,18,16,17
12386,14,13,13,11,18,20,18,14,14,12,13,13,11,10,15,20,20,16,14,15
12396,14,13,12,12,18,21,18,14,14,13,14,13,12,10,16,19,20,17,15,15
12411,12,11,8,7,15,18,17,13,13,11,12,11,9,9,13,18,19,15,13,13
12442,15,15,14,14,18,20,18,16,14,13,14,15,14,12,16,20,21,19,18,17
12451,14,14,14,14,17,21,18,15,14,13,14,15,13,12,16,20,21,19,18,17
12512,13,12,11,13,17,20,18,14,14,12,14,14,13,12,17,20,20,17,16,16
12551,12,13,11,13,17,20,18,13,12,11,13,13,12,11,16,20,20,16,15,16
12596,16,14,13,14,19,21,18,15,14,13,15,15,14,13,17,21,21,18,17,17
12626,15,14,14,13,19,20,17,14,13,12,14,14,13,12,16,20,21,18,16,17
12632,13,12,11,12,19,18,16,13,12,12,14,14,14,13,16,20,20,16,15,16
12691,13,12,11,12,17,17,15,11,11,11,13,13,13,11,14,18,19,16,15,16
12746,12,12,11,12,19,20,17,12,13,12,13,13,11,10,13,19,19,14,13,13
15041,13,11,10,10,14,17,14,10,11,11,13,12,11,10,14,19,20,14,14,13
15076,15,13,11,11,16,19,18,14,14,12,14,14,12,11,14,19,20,16,15,15
13061,12,11,7,12,17,19,16,12,11,12,11,11,15,16,19,21,20,17,17,17
13086,14,14,11,12,16,19,17,12,13,13,12,15,16,16,20,21,21,18,17,17
13121,15,13,11,12,17,20,17,13,14,14,14,15,16,16,19,20,20,17,17,19
13146,16,15,14,15,18,19,16,14,16,17,17,18,18,18,20,21,20,17,17,18
13181,17,15,13,14,19,20,18,14,15,15,16,16,15,14,19,22,21,18,17,17
13261,16,14,12,11,18,22,19,14,14,13,14,14,13,11,17,21,21,15,15,14
13277,17,15,14,14,18,21,18,15,15,16,16,16,15,14,17,21,21,19,18,17
13311,16,15,13,15,20,21,18,14,14,12,16,17,16,16,20,22,21,18,18,18
13321,16,16,14,13,18,21,18,15,15,14,15,14,14,11,17,21,20,17,16,16
14026,16,15,13,15,20,21,19,16,16,16,17,17,15,16,19,21,22,18,19,19
14071,15,14,13,16,20,22,19,16,15,15,16,16,14,15,18,21,21,17,17,18
14101,18,15,15,15,20,22,18,16,15,14,15,15,14,15,17,20,20,17,17,17
14116,14,14,15,16,20,22,20,16,15,14,15,16,15,15,20,23,23,18,17,15
14121,16,15,15,16,20,22,18,16,16,15,16,16,15,15,18,21,21,17,17,18
14136,16,14,14,16,20,21,18,15,15,14,15,15,14,14,17,19,20,16,17,18
14163,17,16,16,17,20,21,19,18,17,17,18,18,17,16,19,21,21,20,20,19
14206,16,13,13,16,20,21,17,16,16,15,15,15,15,15,18,20,19,17,17,18
14286,16,15,14,16,19,18,16,15,15,15,15,15,15,15,16,18,18,16,18,18
15116,16,15,13,13,19,22,19,15,15,15,15,14,14,12,16,20,20,17,16,15
15161,14,13,12,12,18,21,20,15,14,13,15,14,13,12,16,20,20,17,17,16
15231,14,14,13,14,19,21,19,14,14,13,14,14,12,12,16,20,20,17,16,16
15241,15,14,13,13,19,21,19,15,14,14,14,14,14,13,16,19,20,18,16,16
15251,14,14,13,14,19,20,19,15,14,13,14,14,12,12,16,20,20,17,16,16
15311,17,16,14,16,20,22,19,15,15,14,15,15,14,14,17,20,20,16,17,17
15321,15,15,13,13,19,22,19,14,15,13,15,15,13,14,17,20,20,17,16,16
15356,17,16,15,16,19,21,18,16,16,15,16,16,15,15,17,20,20,18,18,18
15431,16,15,14,16,21,22,18,16,16,15,16,16,15,15,18,20,20,18,18,18
15442,14,14,14,14,20,19,16,14,13,12,14,14,13,13,16,18,19,15,16,17
16026,14,13,14,17,22,21,19,15,14,12,12,12,13,15,21,23,23,16,17,18
16061,18,15,16,17,21,22,19,17,17,17,17,17,17,18,20,22,22,19,19,19
16076,15,13,14,16,22,22,19,15,15,15,15,15,13,14,20,22,22,18,19,19
16091,16,15,15,17,20,21,19,16,16,14,16,16,15,15,19,21,21,19,18,18
